cd_a,ent,con,upm,v_sel,n_hog,h_mud,per,d_sem,n_pro_viv,n_ren,nom,sex,eda,r_pre,fecha_e,hora_ini_e,hora_ter_e,r_def,fecha_s,hora_ini_s,hora_ter_s,obs_caratu,p1,p11,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_99,p12_des,p13,p14,p14_des,p15,p16,p16_des,p17,p18,p19_1,p19_1_des,p19_2,p19_2_des,p19_9,p20,p21,p22,p23_des,obs,fac,clase2,loc,mun,est,est_d,ageb,t_loc,n_ent,c_res,par_c,nac_dia,nac_mes,nac_anio,l_nac_c,cs_p12,cs_p13_1,cs_p13_2,cs_p14_c,cs_p15,cs_p16,cs_p17,n_hij,e_con,cs_ad_mot,cs_p20_des,cs_ad_des,cs_nr_mot,cs_p22_des,cs_nr_ori,ur,zona,salario,clase1,clase3,pos_ocu,seg_soc,rama,c_ocu11c,ing7c,dur9c,emple7c,medica5c,buscar5c,rama_est1,rama_est2,dur_est,ambito1,ambito2,tue1,tue2,tue3,busqueda,d_ant_lab,d_cexp_est,dur_des,sub_o,s_clasifi,remune2c,pre_asa,tip_con,dispo,nodispo,c_inac5c,pnea_est,niv_ins,eda5c,eda7c,eda12c,eda19c,hij5c,domestico,anios_esc,hrsocup,ingocup,ing_x_hrs,tpg_p8a,tcco,cp_anoc,imssissste,ma48me1sm,p14apoyos,scian,t_tra,emp_ppal,tue_ppal,trans_ppal,mh_fil2,mh_col,sec_ins,cuenta,sex_fem,jefe_hog
2,14,419,2691,4,1,0,212,110,105,2,-,2,31,0,60612,2031,2045,0,60612,2031,2045,PREGUNTA 9* QUE POR LAS TORMENTAS SE LE DIFICULTA SEGUIR TRABAJANDO,1,87,,,,,,,,8,,,PONIENDO UN NEGOCIO,2,,,,5,ES MUY GASTALONA,2,2,,,,,,,,,NO SE NADA SOY MUY ANALFABETA,PREGUNTA 9* QUE POR LAS TORMENTAS SE LE DIFICULTA SEGUIR TRABAJANDO,8533,4,1,39,32,27,0,1,4,1,201,11,8,1980,14,1,2,5,,,,2,1,1,,,,,,,1,2,1817,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,2,3,4,9,2,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,14,419,2691,5,1,0,212,110,130,3,-,2,25,0,60612,1946,2015,0,60612,1946,2015,PREGUNTA 19* INFORMANTE ASEGURO QUE NO SABE DONDE TIENE SU AFORE,3,63,1,,,4,,,,,,,,2,,,,1,,2,1,,,,,9,2,2,2,NO SABE QUE ES,PREGUNTA 19* INFORMANTE ASEGURO QUE NO SABE DONDE TIENE SU AFORE,8306,1,1,39,32,27,0,1,4,1,301,9,9,1986,14,1,4,3,,,,2,1,6,,,,,,,1,2,1817,1,1,1,1,3,6,2,6,3,3,4,3,5,4,2,4,1,2,0,2,0,0,0,1,2,1,1,2,0,0,0,0,4,2,2,3,8,2,3,12,40,3200,18.60465,0,0,0,1,0,0,6,1,2,2,0,3,2,4,0,1,0
2,14,420,5515,1,2,0,212,110,24,3,-,2,19,17,100612,952,952,0,120612,2115,2146,,5,40,1,,,,,,,,,,,1,6,,2,,,2,1,1,ISURA,,,,1,2,1,DINERO PARA EL RETIRO,,9557,1,1,98,33,28,0,1,4,1,301,10,9,1992,14,1,4,3,,,,1,0,6,,,,,,,1,2,1817,1,1,1,1,4,4,3,6,6,3,4,3,7,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,1,1,1,6,1,3,12,48,4500,21.80233,0,0,0,1,0,0,9,1,2,2,0,3,2,2,0,1,0
2,14,420,5515,2,1,0,212,110,49,1,-,1,49,17,100612,1015,1015,0,120612,1501,1528,22. LE PARECE IGNORANTE EL TEMA,2,60,1,,,,,,,,,,,1,1,,1,,,1,1,1,BANCOMER,,,,1,1,3,ES EL FONDO PARA EL RETIRO,22. LE PARECE IGNORANTE EL TEMA,10395,1,1,98,33,28,0,1,4,1,101,22,5,1962,14,1,7,5,3741,3,1,2,,5,,,,,,,1,2,1817,1,1,1,1,4,4,5,6,6,3,4,3,11,4,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,8,13,0,1,17,40,0,0,0,0,0,1,0,0,20,1,2,2,0,3,2,5,0,0,1
2,14,420,5515,5,1,0,212,110,117,1,-,2,39,0,90612,2006,2028,0,90612,2006,2028,,3,99,1,,,,5,,,,,,,2,,,,5,NO CUENTA CON UN EMPLEO ESTABLE,2,1,1,INBURSA,,,,2,2,3,ES UN SISTEMA DE FONDO PARA EL RETIRO,,11014,1,1,98,33,28,0,1,4,1,101,13,4,1972,14,1,7,1,3931,3,2,2,2,6,,,,,,,1,2,1817,1,1,1,1,4,2,4,5,6,3,4,3,11,4,2,7,2,4,1,2,0,0,0,0,0,1,1,2,0,0,0,0,4,2,4,6,11,2,3,13,36,7000,45.219639,0,0,0,1,0,0,20,1,2,2,0,3,2,5,0,1,1
2,14,421,5837,1,1,0,212,110,22,1,-,1,48,0,50612,1326,1340,0,50612,1326,1340,"(P.2.1) INICIO A TRABAJAR POR CUENTA PROPIA EN UNA FECHA ANTERIOR, PUES EN LA EMPRESA QUE TAMBIEN ACABA DE DEJAR YA HABIA TRABAJADO DURANTE 12 AÑOS.",2,75,,,,,,6,,,,,,2,,,,1,,1,1,1,SURA,,,,1,1,2,ES EL SISTEMA DE PENSION PARA LA VEJEZ,"(P.2.1) INICIO A TRABAJAR POR CUENTA PROPIA EN UNA FECHA ANTERIOR, PUES EN LA EMPRESA QUE TAMBIEN ACABA DE DEJAR YA HABIA TRABAJADO DURANTE 12 AÑOS.",8604,2,1,101,42,30,0,1,4,1,101,8,4,1964,22,1,8,2,5930,,1,2,,5,,,,,,,1,2,1817,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,4,3,4,7,12,0,3,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2,14,421,5837,3,1,0,212,110,52,3,-,1,19,0,70612,2045,2104,0,70612,2045,2104,,4,65,1,2,,,,,,,,,,1,7,,2,,,2,2,,,,,,,,,CUANDO UNO SE RETIRA ESTO SIRVE COMO APOYO ECONOMICO,,12620,1,1,101,42,30,0,1,4,1,301,13,6,1992,14,1,4,3,,,,2,,6,,,,,,,1,2,1817,1,1,1,2,1,5,4,6,2,1,2,2,4,4,2,2,3,5,0,2,0,0,0,1,5,1,2,5,0,0,0,0,4,1,1,1,6,0,3,12,45,7740,40,1,0,0,4,0,0,4,1,1,1,0,1,1,8,0,0,0
2,14,422,2969,3,1,1,212,110,117,6,-,2,30,0,60612,1400,1420,0,60612,1400,1420,9* .10 LA PATRONA ERA MUY REGAÑONA Y NO LE GUSTO EL TRATO.,3,88,,2,,,,,,,,,,1,7,,1,,,2,9,,,,,,,,,NO HA ESCUCHADO NADA SOBRE AFORE,9* .10 LA PATRONA ERA MUY REGAÑONA Y NO LE GUSTO EL TRATO.,11070,1,1,120,43,31,0,1,4,1,401,99,7,1981,24,1,2,6,,,,2,0,6,,,,,,,1,2,1817,1,1,1,2,4,8,3,8,2,1,4,3,10,5,2,8,3,6,0,2,0,0,0,0,0,1,2,5,0,0,0,0,2,2,3,4,9,1,3,6,66,4730,16.66667,0,0,0,4,0,0,19,1,1,2,0,2,1,9,0,1,0
2,14,422,2969,5,1,0,212,110,207,1,-,2,24,0,50612,1910,1930,0,50612,1910,1930,1.10- BUSCABA TRABAJO AL MISMO TIEMPO SEGUIA ESTUDIANDO Y CON SUOTRO TRABAJO A COMISION,5,60,,,,,,,,8,,,PONER SU PROPIO NEGOCIO,1,1,,2,,,2,2,,,,,,,,,FONDOS DE DINERO PARA DEJAR DE TRABAJAR,1.10- BUSCABA TRABAJO AL MISMO TIEMPO SEGUIA ESTUDIANDO Y CON SUOTRO TRABAJO A COMISION,9471,1,1,120,43,31,0,1,4,1,101,25,8,1987,18,1,7,4,3111,3,1,2,0,6,,,,,,,1,2,1817,1,1,3,2,4,1,5,6,1,1,4,3,8,4,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,7,1,3,16,40,12000,69.767441,0,0,0,4,0,0,12,2,2,2,0,3,8,4,0,1,1
2,14,423,2092,3,1,0,212,110,120,1,-,1,42,0,50612,1942,2000,0,50612,1942,2000,,2,88,,,,,5,,,,,,,1,1,,2,,,2,1,1,MET LIFE,,,,1,1,3,ES UNA CUENTA UNICA DONDE SE AHORRA PARA LA VEJEZ,,6572,1,1,120,23,26,0,1,4,1,101,8,12,1969,14,1,7,4,3931,3,1,2,,5,,,,,,,1,2,1817,1,1,3,2,4,1,5,4,1,1,4,3,8,3,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,6,11,0,3,16,26,15000,134.16817,0,0,0,4,0,0,12,1,1,1,0,1,7,8,0,0,1
2,14,423,2092,5,1,0,212,110,147,1,-,2,32,0,50612,1847,1900,0,50612,1847,1900,12.5 CONTINUAR CON SU NEGOCIO,1,88,,,,,5,,,,,,,2,,,,1,,2,1,1,PRINCIPAL,,,,1,2,3,DINERO QUE SE AHORRA PARA CUANDO SE RETIREN DE TRABAJAR,12.5 CONTINUAR CON SU NEGOCIO,6572,1,1,120,23,26,0,1,4,1,101,26,3,1980,14,1,3,3,,,,2,3,2,,,,,,,1,2,1817,1,1,3,2,3,6,4,7,1,1,4,3,5,5,2,3,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,9,3,3,9,54,6450,27.777781,0,0,1,4,0,0,7,1,1,1,0,1,7,8,0,1,1
2,14,425,7108,2,1,0,212,110,124,2,-,1,53,0,40612,1440,1455,0,40612,1440,1455,PREG.3 YA TIENE MUCHO TIEMPO Y NO RECUERDA EL MES  EN QUE COMENZO POR QUE YA TIENE MUCHO TIEMPO,2,88,,2,,,,,,,,,,1,1,,1,,,2,2,,,,,,,,,LE VAN GUARDANDO UN DINERO LA EMPRESA Y A DETERMINADO TIEMP LE VAN GUARDANDO UN DINERO LA EMPRESA Y A DETERMINADO TIEMPO,PREG.3 YA TIENE MUCHO TIEMPO Y NO RECUERDA EL MES  EN QUE COMENZO POR QUE YA TIENE MUCHO TIEMPO,475,1,180,97,41,29,0,3,4,1,201,21,10,1958,6,1,7,5,4151,3,1,2,,5,,,,,,,1,2,1817,1,1,3,2,4,1,5,4,1,1,4,3,8,3,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,8,13,0,1,17,30,10000,77.519379,0,0,0,4,0,0,12,1,2,2,0,3,8,4,0,0,0
2,14,425,7108,3,1,0,212,110,220,2,-,2,46,0,40612,1330,1340,0,40612,1330,1340,NOS ATENDIO SRA ANA SILVIA AFIRMO ROTUNDAMENTE QUE NUNCA HA TRABAJADO INTERVINE PARA INDAGAR PERO SU RESPUESTA FUE LA MISMA SUP.ELENA,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOS ATENDIO SRA ANA SILVIA AFIRMO ROTUNDAMENTE QUE NUNCA HA TRABAJADO INTERVINE PARA INDAGAR PERO SU RESPUESTA FUE LA MISMA SUP.ELENA,562,4,180,97,41,29,0,3,4,1,201,24,5,1966,14,1,7,4,3961,3,1,2,2,5,,,,,,,1,2,1817,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,3,4,7,12,2,8,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,14,425,7108,4,1,0,212,110,262,2,-,2,45,0,100612,1540,1600,0,100612,1540,1600,DICE R4 QUE ES MUY DIFICIL  DE LOCALIZAR Y  LA VEZ QUE FUI ESTABAN VARIOS CARROS Y ME DIJO SOLO EL ESTABA,1,50,1,,3,,,,,,,,,2,,,,1,,2,1,1,BANORTE,,,,2,1,3,UN AHORRO PARA EL RETIRO,DICE R4 QUE ES MUY DIFICIL  DE LOCALIZAR Y  LA VEZ QUE FUI ESTABAN VARIOS CARROS Y ME DIJO SOLO EL ESTABA,475,1,180,97,41,29,0,3,4,1,201,8,12,1966,14,1,7,1,3131,3,2,2,3,5,,,,,,,1,2,1817,1,1,1,1,2,4,4,6,3,2,4,2,3,4,2,3,1,2,0,2,0,0,0,0,0,1,2,5,0,0,0,0,4,3,4,7,12,3,1,13,45,0,0,0,0,0,1,0,0,5,1,2,2,0,3,2,4,0,1,0
2,14,426,2645,4,1,0,212,210,113,3,-,2,20,0,40612,2023,2043,0,40612,2023,2043,,2,65,1,,,,,,,,,,,2,,,,1,,2,2,,,,,,,,,ASOCIACION FINANCIAMIENTO PARA EL RETIRO,,7904,1,1,39,32,27,0,1,3,1,301,9,9,1991,14,1,7,1,3741,3,2,1,1,6,,,,,,,1,2,1817,1,1,4,2,2,6,6,3,2,1,4,2,3,3,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,7,2,2,13,20,0,0,0,0,0,4,0,0,5,2,1,2,0,3,9,4,0,1,0
2,14,426,2645,5,1,0,212,210,145,2,-,2,41,0,40612,1530,1548,0,40612,1530,1548,,97,87,,,,,,6,,,,,,2,,,,1,,2,2,,,,,,,,,AHORRO PARA EL RETIRO,,8120,3,1,39,32,27,0,1,3,1,603,7,4,1971,14,1,6,5,1853,3,1,2,0,6,,,,,,,1,2,1817,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,2,4,2,4,6,11,1,8,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,14,427,2103,3,1,0,212,210,132,3,-,1,31,0,90612,940,1000,0,90612,940,1000,,1,88,,,,,,,,8,,,NO LO HA PENSADO,1,7,,2,,,2,2,,,,,,,,,CAPITAL PARA EL FUTURO,,15127,1,1,39,43,31,0,1,3,1,301,27,2,1981,14,1,7,5,3921,3,1,2,,3,,,,,,,1,2,1817,1,1,1,2,4,4,7,3,2,1,4,3,8,3,2,3,1,2,0,2,0,0,0,0,0,1,2,5,0,0,0,0,4,2,3,4,9,0,1,17,24,0,0,0,0,0,4,0,0,11,1,1,2,0,3,1,4,0,0,0
2,14,428,1754,1,1,0,212,210,13,1,-,2,48,0,50612,1305,1321,0,50612,1305,1321,PREGUNTA 4* REALIZA LAS DOS ACTIVIDADES AL MISMO TIEMPO PERO POREL MOMENTO SE AUSENTO POR ATENDER A SU HIJO Y OTRO FAMILIAR QUE ESTAN ENFERMOS.PREGUNTA 10 RUBRO 8* ESTA CUIDANDO A SUS ENFERMOS.,2,87,,2,,,,,,,,,,2,,,,5,NO GENERA INGRESOS,2,2,,,,,,,,,ES UN AHORRO QUE TE DESCUENTAN DE TU TRABAJO Y TE LO VAN A DAR PARA LA VEJEZ,PREGUNTA 4* REALIZA LAS DOS ACTIVIDADES AL MISMO TIEMPO PERO POREL MOMENTO SE AUSENTO POR ATENDER A SU HIJO Y OTRO FAMILIAR QUE ESTAN ENFERMOS.PREGUNTA 10 RUBRO 8* ESTA CUIDANDO A SUS ENFERMOS.,7820,4,1,39,33,28,0,1,3,1,101,15,11,1963,14,1,7,5,3931,3,1,2,2,6,,,,,,,1,2,1817,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,4,3,4,7,12,2,8,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2,14,428,1754,5,1,0,212,210,120,2,-,2,42,0,50612,1405,1425,0,50612,1405,1425,,97,87,,,,,,6,,,,,,2,,,,5,NO RECIBE INGRESOS,2,2,,,,,,,,,NO SABE NO ENTIENDE QUE ES,,8207,4,1,39,33,28,0,1,3,1,201,8,8,1969,14,1,3,3,,,,1,1,5,,,,,,,1,2,1817,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,2,4,6,11,2,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,14,429,4281,1,1,0,212,210,40,6,-,2,21,0,100612,1930,1950,0,100612,1930,1950,,2,50,,,,,,,,,9,,,1,7,,2,,,2,2,,,,,,,,,DONDE SACAN MUEBLES,,8320,1,1,39,23,26,0,1,3,1,609,26,10,1990,14,1,3,3,,,,2,0,6,,,,,,,1,2,1817,1,1,1,2,3,6,2,6,5,4,4,3,5,4,2,5,1,1,0,2,0,0,0,0,0,1,1,5,0,0,0,0,3,1,2,2,7,1,3,9,48,2580,12.5,0,0,0,4,0,0,7,1,1,2,0,3,1,2,0,1,0
2,14,429,4281,3,1,0,212,210,119,1,-,1,34,0,70612,2110,2132,0,70612,2110,2132,,1,88,,2,,,5,,,,,,,1,1,,2,,,1,1,1,BANAMEX,,,,2,1,2,LOS AHORROS PARA LA VEJEZ,,7346,1,1,39,23,26,0,1,3,1,101,10,8,1977,14,1,4,3,,,,2,,5,,,,,,,1,2,1817,1,1,2,2,3,6,2,8,2,1,4,3,5,5,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,4,9,0,3,12,60,0,0,0,3,0,4,0,0,7,1,2,2,0,3,6,4,0,0,1
2,14,429,4281,4,1,0,212,210,156,2,-,2,37,0,70612,1914,1932,0,70612,1914,1932,,3,60,,2,,,,,,,,,,2,,,,1,,2,1,1,BANORTE,,,,1,2,1,ES UN APOYO A LA VEJEZ,,7346,1,1,39,23,26,0,1,3,1,201,22,2,1975,14,1,6,2,2032,2,2,2,2,1,,,,,,,1,2,1817,1,1,1,1,2,4,3,6,5,3,4,2,3,4,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,3,5,10,2,3,11,46,4085,20.65217,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,1,0
2,14,430,7109,2,1,0,212,210,166,2,-,1,29,0,80612,2145,2205,0,80612,2145,2205,,2,60,1,,,,,,,,,,,2,,,,5,GASTO MUCHO EN LA SALUD DE SU MADRE,1,1,1,BANORTE,,,,1,1,1,AHORRO DEL RETIRO,,7819,1,1,98,21,24,0,1,3,1,614,99,99,9999,14,1,3,3,,,,1,,6,,,,,,,1,2,1817,1,1,1,1,4,1,4,6,4,3,4,3,9,4,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,2,3,8,0,3,9,46,6450,32.6087,0,0,0,1,0,0,16,1,2,2,0,3,2,2,0,0,0
2,14,430,7109,3,1,0,212,210,250,2,-,2,34,0,70612,1610,1614,0,70612,1610,1614,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7211,4,1,98,21,24,0,1,3,1,201,25,5,1978,30,1,3,3,,,,2,4,1,,,,,,,1,2,1817,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,3,2,3,4,9,3,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,14,431,4893,1,1,0,212,210,50,2,-,2,38,0,60612,1858,1905,0,60612,1858,1905,"(P.11) COMO NO TRABAJA NI PIENSA TRABAJAR YA, DICE QUE HARA LAS LABORES DEL HOGAR HASTA QUE YA NO AGUANTE SU CUERPO",97,99,,,,,,,7,,,,,1,6,,1,,,2,1,1,BANCOMER,,,,1,2,3,ES EL DINERO QUE LE DAN A UNO CUANDO SE ENTRA A LA VEJEZ,"(P.11) COMO NO TRABAJA NI PIENSA TRABAJAR YA, DICE QUE HARA LAS LABORES DEL HOGAR HASTA QUE YA NO AGUANTE SU CUERPO",12573,4,1,101,22,25,0,1,3,1,201,13,10,1973,14,1,4,3,,,,2,3,5,,,,,,,1,2,1817,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,2,3,5,10,3,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,14,431,4893,2,1,0,212,210,95,1,-,2,40,0,60612,2001,2012,0,60612,2001,2012,,1,65,1,,,,,,,,,,,2,,,,1,,2,1,1,BANAMEX,,,,2,2,1,ES UN APOYO PARA EL DESEMPLEO Y PARA EL RETIRO,,12037,1,1,101,22,25,0,1,3,1,101,15,4,1972,14,1,3,3,,,,2,3,6,,,,,,,1,2,1817,1,1,1,1,2,5,3,8,4,3,4,2,3,5,2,3,1,1,0,2,0,0,0,0,0,1,1,5,0,0,0,0,3,2,4,6,11,3,3,9,60,3870,15,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,1,1
2,14,431,4893,3,1,0,212,210,143,1,-,2,51,0,70612,2006,2015,0,70612,2006,2015,,1,60,,,3,,,,,,,,,2,,,,1,,2,2,,,,,,,,,EL DINERO QUE LE DAN A UNO DESPUES DE HABER AHORRADO Y AL RETIRARSE DE LA VIDA LABORAL,,13267,1,1,101,22,25,0,1,3,1,101,13,4,1961,19,1,7,1,3741,3,2,2,1,3,,,,,,,1,2,1817,1,1,1,1,4,1,4,5,6,3,4,3,8,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,5,8,13,2,3,13,36,6000,38.759689,0,0,0,1,0,0,10,1,2,2,0,3,2,1,0,1,1
2,14,432,1041,2,1,0,212,210,48,3,-,2,27,0,40612,1759,1822,0,40612,1759,1822,,2,99,,,,,,6,,,,,,2,,,,1,,2,1,1,AFORE 21,,,,2,2,2,ADMINISTRADORA DE FONDO DE AHORRO PARA EL RETIRO,,6899,2,1,120,33,28,0,1,3,1,301,21,7,1984,14,1,7,4,3741,3,1,2,0,6,,,,,,,1,2,1817,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,4,2,2,3,8,1,3,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,14,432,1041,3,1,0,212,210,80,2,-,2,43,0,40612,1510,1532,0,40612,1510,1532,,1,88,,,,,,,,,9,,,2,,,,1,,2,2,,,,,,,,,ADMINISTRACION DE FONDOS DE AHORRO PARA EL RETIRO,,13944,1,1,120,33,28,0,1,3,1,201,99,99,1969,14,1,7,4,4011,3,1,2,1,5,,,,,,,1,2,1817,1,1,1,2,4,2,2,4,2,1,4,3,9,3,2,3,2,3,0,2,0,0,0,0,0,2,2,5,0,0,0,0,4,2,4,6,11,2,3,16,30,2795,21.66667,0,0,0,4,0,0,16,1,1,2,0,3,3,6,0,1,0
2,14,433,872,2,1,0,212,210,30,3,-,2,42,0,160612,1005,1035,0,160612,1005,1035,,2,88,1,2,,,,,,,,,,1,1,,1,,,1,1,1,SEDAR,,,,1,2,1,CUENTA DE AHORRO PARA SU VEJEZ,,8669,1,1,120,32,27,0,1,3,1,301,5,1,1970,14,1,7,4,3712,3,1,2,0,6,,,,,,,1,2,1817,1,1,1,1,4,2,5,6,6,3,4,3,11,4,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,4,6,11,1,3,16,40,14000,81.395348,0,0,0,1,0,0,20,1,2,2,0,3,2,5,0,1,0
2,14,434,3310,3,1,0,212,210,95,3,-,2,43,0,50612,1329,1342,0,50612,1329,1342,,1,88,,,,,,,,8,,,SEGURO DE RETIRO,1,3,,1,,,1,2,,,,,,,,,AHORRO QUE SIRVE PARA JUBILARSE O COMPRAR CASA,,10258,1,1,120,43,31,0,1,3,1,617,28,7,1968,14,1,7,5,3921,3,1,2,2,5,,,,,,,1,2,1817,1,1,1,2,3,6,5,3,3,1,4,3,5,3,2,4,1,2,0,2,0,0,0,0,0,2,2,5,0,0,0,0,4,2,4,6,11,2,3,17,20,12000,139.53488,0,0,0,4,0,0,7,1,1,2,0,3,3,4,0,1,0
2,14,435,2,1,1,0,212,210,40,1,-,1,39,0,70612,1825,1840,0,70612,1825,1840,,2,70,,,,,,,,,9,,,2,,,,1,,1,1,1,BANAMEX,,,,1,1,3,SON CUENTA PARA AHORRAR,,18653,1,142,120,21,24,0,2,3,1,101,99,4,1973,14,1,2,6,,,,2,,5,,,,,,,1,2,1817,1,1,1,2,2,5,4,7,3,4,4,2,3,5,2,3,1,2,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,2,3,5,10,0,1,6,50,6450,30,0,0,0,4,0,0,5,1,1,2,0,3,1,4,0,0,1
2,14,436,4141,1,1,0,212,310,6,3,-,2,23,0,90612,1929,1930,0,90612,1929,1930,P.11 NO SABE.,1,99,1,,,,,,,,,,,1,7,,2,,,2,2,,,,,,,,,ES UN DINERO PARA CUANDO SE RETIRAN LAS PERSONAS,P.11 NO SABE.,11152,1,1,39,23,26,0,1,2,1,301,9,6,1989,14,1,4,2,,,,2,0,6,,,,,,,1,2,1817,1,1,1,2,2,5,7,6,2,1,4,2,3,4,2,3,1,2,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,1,2,2,7,1,3,11,48,0,0,0,0,0,4,0,0,5,1,1,2,0,3,1,4,0,1,0
2,14,436,4141,3,1,0,212,310,50,2,-,1,41,0,70612,1930,2020,0,70612,1930,2020,EN PREGUNTAS 3 Y 4 NO SABEN MES,1,60,1,,,,,,,,,,,2,,,,1,,1,1,1,AFORE BANORTE,,,,1,1,1,AYUDA Y APOYO PARA EL TRABAJADOR,EN PREGUNTAS 3 Y 4 NO SABEN MES,9847,1,1,39,23,26,0,1,2,1,301,26,9,1970,9,1,3,2,,,,2,,2,,,,,,,1,2,1817,1,1,1,1,4,8,2,7,3,3,4,3,10,5,2,4,1,2,0,2,0,0,0,0,0,1,1,5,0,0,0,0,2,2,4,6,11,0,3,8,54,3440,14.81481,0,3,0,1,0,0,19,1,2,2,0,3,2,4,0,0,0
2,14,436,4141,4,1,0,212,310,74,1,-,1,49,0,70612,1933,1959,0,70612,1933,1959,PREGUNTAS 3 Y4 NO SABEN MES,1,60,1,,,,,,,,,,,2,,,,1,,1,1,1,GNP,,,,1,1,1,ES LA ADMINISTRADORA PARA LOS FONDOS DEL RETIRO,PREGUNTAS 3 Y4 NO SABEN MES,10852,1,1,39,23,26,0,1,2,1,101,26,8,1962,14,1,3,3,,,,2,,5,,,,,,,1,2,1817,1,1,1,1,2,5,5,6,6,3,4,2,3,4,2,5,1,1,0,2,0,0,0,0,0,1,1,5,0,0,0,0,3,3,4,7,12,0,3,9,45,10750,55.555561,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,0,1
2,14,437,2160,1,1,0,212,310,25,6,-,1,21,0,70612,1930,1950,0,70612,1930,1950,,2,60,,,,,,,,,9,,,2,,,,1,,2,2,,,,,,,,,AHORRO PARA LA VEJEZ,,10024,1,1,39,23,26,0,1,2,1,301,99,99,1991,14,1,4,3,,,,2,,6,,,,,,,1,2,1817,1,1,3,2,4,5,3,6,1,1,4,3,10,4,2,3,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,7,0,1,12,45,4300,22.222219,0,0,1,4,0,0,19,1,1,1,0,1,7,8,0,0,0
2,14,438,2106,3,1,0,212,310,82,1,-,2,42,0,50612,2020,2048,0,50612,2020,2048,,1,65,1,,,,,,,,,,,2,,,,1,,2,1,1,COPPEL,,,,1,1,3,AHORRO PARA EL RETIRO,,8740,1,1,101,22,25,0,1,2,1,101,6,6,1969,14,1,7,5,3521,3,1,2,0,6,,,,,,,1,2,1817,1,1,1,1,4,1,3,5,5,3,4,3,7,4,2,4,2,4,2,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,4,6,11,1,3,17,35,4800,31.89369,0,0,0,1,0,0,9,1,2,2,0,3,2,7,0,1,1
