sex,age,educyr98,farm,urban98,hhsize,lhhexp1,lhhex12m,lnrlfood
1,76,3,farm,Rural,2,7.8142042,8.5564137,7.0373907
1,34,12,farm,Rural,4,8.9038601,3.583519,8.395484
2,66,5,farm,Rural,2,8.8089619,6.7912216,7.9276137
1,24,9,farm,Rural,5,8.8619728,,8.6345301
2,35,9,farm,Rural,5,8.9875736,5.2149358,8.4889584
2,62,2,farm,Rural,5,9.1540174,6.1420374,8.5086603
2,54,9,farm,Rural,8,9.7725458,8.5145903,9.1650715
2,31,9,farm,Rural,6,8.6329889,6.8134446,8.2233458
2,66,2,farm,Rural,8,9.2274504,7.8066964,8.7665911
1,33,10,farm,Rural,5,8.996335,6.5220928,8.5334911
2,31,10,farm,Rural,4,8.2643919,7.2744794,7.7188063
2,25,9,farm,Rural,2,8.2905626,,7.8339629
1,41,11,farm,Rural,4,8.9804211,5.9661469,8.3349724
1,29,9,farm,Rural,5,8.7956514,6.253829,8.2589703
1,31,10,farm,Rural,3,8.665617,6.6920838,8.2650833
2,57,5,farm,Rural,4,9.3824596,6.6280413,8.4408722
1,31,10,farm,Rural,7,8.9971561,5.31812,8.7364368
1,71,9,farm,Rural,6,9.381278,5.9348941,8.6276999
1,34,9,farm,Rural,4,8.5033665,7.3607397,8.1433268
1,69,5,farm,Rural,3,9.1517649,3.583519,8.0235367
2,33,7,farm,Rural,3,9.0294294,5.7990928,8.20191
1,49,9,farm,Rural,7,9.553895,8.347353,8.7906399
1,35,9,farm,Rural,4,8.5912609,5.5606818,8.1724377
1,42,9,farm,Rural,6,9.3670712,,8.6427679
1,32,10,farm,Rural,4,9.0053406,5.0106354,8.4380541
1,73,3,farm,Rural,8,9.1820383,8.0740261,8.658927
1,54,9,farm,Rural,5,9.2685337,,8.6670065
1,44,9,farm,Rural,6,9.0832548,5.2832036,8.2488232
2,58,0,farm,Rural,3,8.2106609,6.6592941,7.8661766
1,40,11,farm,Rural,5,8.994792,6.9612961,8.5598402
1,39,10,farm,Rural,6,8.7101145,,8.4753342
1,60,15,farm,Rural,2,8.6812963,2.5649493,8.2508402
1,43,5,farm,Rural,6,9.3338289,,8.7836151
2,72,0,farm,Rural,7,9.0538511,5.9661469,8.5478373
1,43,10,farm,Rural,7,9.083745,,8.607935
2,70,0,farm,Rural,1,8.125371,,7.7065926
1,75,5,farm,Rural,4,8.7690697,,8.1504908
1,32,5,farm,Rural,4,8.3617029,5.4553213,8.0679283
1,63,0,farm,Rural,5,8.6171818,6.3716121,8.337841
1,47,6,farm,Rural,6,9.1754484,7.2470808,8.6078262
1,41,12,farm,Rural,7,9.3823872,5.9661469,8.9715767
1,38,9,farm,Rural,6,9.476614,6.9469762,8.749896
1,25,8,farm,Rural,5,8.8578358,6.1484685,8.6113157
1,32,0,non farm,Rural,4,8.5306311,6.49224,8.0562105
1,48,5,farm,Rural,8,9.3162813,6.1202974,8.812398
1,35,9,farm,Rural,5,8.4270077,5.9989367,8.1464157
1,57,12,farm,Rural,4,8.7887735,,8.3456259
2,48,2,farm,Rural,5,8.7226076,,8.3909388
1,37,13,farm,Rural,5,9.1627302,5.7838254,8.6449385
2,49,8,farm,Rural,4,8.418643,6.4361506,7.9485812
1,43,15,farm,Rural,6,9.3195257,,8.5568008
1,36,15,farm,Rural,5,8.9726677,5.2729998,8.5970125
1,30,3,farm,Rural,5,8.3608646,5.2729998,8.0471897
1,32,9,farm,Rural,6,8.8588905,,8.5682888
1,32,9,farm,Rural,4,8.4474525,,7.8783627
1,29,6,farm,Rural,4,8.5060568,5.1298985,8.245594
1,42,5,farm,Rural,8,9.0876265,,8.5568361
1,31,9,farm,Rural,4,8.4561138,4.356709,8.1941471
1,28,12,farm,Rural,8,8.8876076,7.5137091,8.5159245
1,55,9,farm,Rural,3,8.930481,,8.4194822
1,32,15,farm,Rural,5,8.8059587,5.7838254,8.3040266
2,34,10,farm,Rural,4,8.0530119,6.9957662,7.7303929
1,29,7,farm,Rural,5,8.2755041,,8.0608912
1,36,10,farm,Rural,4,8.6497526,5.8607864,8.2712669
1,32,12,farm,Rural,6,8.8669062,,8.5285654
1,29,11,farm,Rural,5,8.4370375,4.8675346,8.1996861
1,41,8,farm,Rural,10,9.5055189,5.5606818,8.9508638
1,36,5,farm,Rural,7,8.7043705,6.0306854,8.3148165
1,42,5,farm,Rural,9,8.7579565,,8.4560528
1,59,5,farm,Rural,5,9.1609898,5.7838254,8.8640547
1,29,7,farm,Rural,4,8.4636202,4.9628448,8.0226355
1,45,3,farm,Rural,6,8.6329241,6.1484685,8.3108215
1,42,6,farm,Rural,6,8.9078131,6.6080008,8.6777668
2,55,0,farm,Rural,2,7.9828124,4.8675346,7.7616882
1,52,10,farm,Rural,4,9.2241373,6.9847164,8.859067
1,38,4,farm,Rural,3,8.5352278,7.7182407,8.1196871
1,59,3,farm,Rural,8,9.1726446,4.7874918,8.9844742
1,30,4,farm,Rural,5,8.5539446,,8.0378561
1,58,9,farm,Rural,5,9.627141,7.7579064,8.9230003
1,60,4,farm,Rural,2,8.7668495,5.2729998,7.8734837
1,34,12,farm,Rural,5,9.1162415,4.8675346,8.6845999
1,29,10,farm,Rural,8,8.9103594,5.3981628,8.3419762
1,27,13,farm,Rural,4,8.5898685,5.3375382,8.191577
1,58,9,farm,Rural,6,9.6169682,10.679504,8.8549566
2,25,9,farm,Rural,3,8.1248484,4.356709,7.5955567
1,58,9,farm,Rural,4,9.178318,4.5108595,8.3474197
2,87,0,farm,Rural,1,7.1966805,4.1743875,6.3821044
1,49,7,farm,Rural,10,9.5582409,7.5416832,9.0437412
1,29,9,farm,Rural,8,9.2705669,5.5606818,8.5750341
1,37,9,non farm,Rural,4,9.4711332,5.5606818,8.3602533
1,31,9,farm,Rural,5,8.4916086,6.7080841,8.2327833
2,39,5,farm,Rural,3,8.4857187,,8.0447912
1,28,9,farm,Rural,5,7.9695907,,7.751049
1,34,14,non farm,Rural,7,9.3445082,6.6592941,8.4694118
1,63,5,farm,Rural,7,9.33634,4.1743875,8.8520212
2,37,5,farm,Rural,7,8.5885448,,8.105341
1,26,10,farm,Rural,4,8.6313133,5.7004437,8.4501505
1,26,10,farm,Rural,5,8.6426468,5.2729998,8.3002205
1,47,3,farm,Rural,7,9.4441977,7.5755849,8.8963928
1,55,5,farm,Rural,7,9.5376492,7.4324837,9.0235386
1,38,5,farm,Rural,6,9.1256208,,8.6862698
1,34,9,farm,Rural,5,9.0909576,6.4567695,8.5348349
1,61,2,farm,Rural,4,8.8507967,4.8675346,8.4865179
2,62,3,farm,Rural,5,9.1163502,7.7744355,8.7834892
1,40,8,farm,Rural,6,9.4486885,6.0306854,8.9875546
1,46,10,farm,Rural,6,9.2426586,6.49224,8.7695017
1,49,5,farm,Rural,6,9.5806742,6.09131,9.0653925
1,30,10,farm,Rural,5,9.1450253,7.0076008,8.5284948
1,38,0,farm,Rural,8,9.3498707,6.9716687,8.8723726
1,35,9,farm,Rural,5,9.1574726,5.57973,8.6788235
1,35,5,farm,Rural,6,9.114027,3.9512436,8.7159119
1,46,9,farm,Rural,6,9.5587082,5.3375382,9.1143303
1,42,8,farm,Rural,5,9.2011642,5.9989367,8.8897829
1,52,8,farm,Rural,6,10.205641,7.6401234,9.4463778
1,45,8,farm,Rural,8,10.014203,6.5147128,9.5805435
1,42,14,farm,Rural,5,10.045127,6.302619,9.0994444
2,68,0,farm,Rural,4,9.3016758,7.0647593,8.6176605
1,28,11,farm,Rural,5,9.6192379,5.9661469,8.8627338
1,61,5,farm,Rural,4,9.4189491,5.9661469,8.8848839
1,39,5,farm,Rural,5,9.2432985,5.7365723,8.631731
1,46,11,farm,Rural,5,9.6365881,,9.007062
1,59,14,farm,Rural,5,9.8380365,4.1743875,9.0077448
1,60,12,farm,Rural,5,9.5790663,2.5649493,9.0853138
2,68,2,farm,Rural,6,9.4171,5.1298985,8.7895212
1,52,13,farm,Rural,8,10.229383,6.4167323,9.3474483
1,66,0,farm,Rural,2,8.9419336,7.7579064,8.4864454
1,37,10,farm,Rural,4,9.9826727,4.7621741,9.0471134
1,33,11,farm,Rural,4,8.9269152,5.8971539,8.5781775
1,44,9,farm,Rural,6,9.6146727,5.8607864,9.0447912
1,61,7,farm,Rural,4,9.1123247,7.1188264,8.6426334
1,56,14,farm,Rural,7,9.1250648,6.921658,8.4697943
1,57,5,farm,Rural,1,7.6416049,,7.5181875
1,42,10,farm,Rural,4,8.7788506,,8.360754
1,32,12,farm,Rural,7,9.3608122,10.062327,8.4731703
1,51,5,farm,Rural,5,9.6201954,9.6223841,8.1565065
1,43,9,farm,Rural,4,8.3761835,3.2580965,8.1730328
1,39,11,farm,Rural,6,9.2077923,4.6443911,8.7089653
2,66,2,farm,Rural,1,7.2374425,4.5108595,6.9318037
1,45,9,farm,Rural,5,8.9747915,5.8607864,8.5064325
1,31,9,farm,Rural,6,9.1401329,2.5649493,8.3941269
1,37,8,farm,Rural,5,8.7952137,,8.452404
1,47,9,farm,Rural,8,9.0896006,5.6347895,8.7905989
1,23,8,farm,Rural,3,8.189847,4.8675346,7.8490505
1,37,3,farm,Rural,5,8.2232857,,7.9165144
1,32,9,farm,Rural,4,8.3648205,5.6698809,8.1582251
1,38,9,farm,Rural,5,8.6387835,4.9628448,8.1826591
1,29,9,farm,Rural,6,8.8556709,6.6424866,8.4954224
1,38,10,farm,Rural,5,9.2899494,5.9661469,8.8894339
1,36,9,farm,Rural,5,8.5143633,3.6635616,8.2663536
1,45,3,farm,Rural,8,8.7925768,4.1743875,8.5896597
1,31,7,farm,Rural,5,8.5468941,4.1743875,8.2919846
1,53,2,farm,Rural,5,8.4506578,,8.0122252
1,55,2,farm,Rural,3,8.1453991,3.2580965,7.9113045
1,36,10,farm,Rural,5,8.6988811,6.4150968,8.3062859
2,36,6,farm,Rural,4,8.7123814,4.1743875,8.350194
2,65,2,farm,Rural,4,8.7635527,4.8675346,8.1533642
1,58,5,farm,Rural,3,8.7240982,6.6267176,7.6721215
1,30,7,farm,Rural,4,8.4350166,,8.1738214
1,30,9,farm,Rural,5,8.5128527,4.5108595,8.1765461
2,41,5,farm,Rural,4,8.6236973,,8.3424358
1,41,9,farm,Rural,3,8.2755356,3.9512436,7.9109664
1,43,7,farm,Rural,7,9.7233315,7.1188264,8.9631948
1,32,6,farm,Rural,6,9.1515989,6.3716121,8.6578522
1,60,0,farm,Rural,6,8.9219007,6.9392538,8.5562143
1,35,6,farm,Rural,5,8.9399576,4.6443911,8.6267824
1,35,3,farm,Rural,3,8.9820089,3.6635616,8.5345459
1,58,5,farm,Rural,8,9.9205751,7.518064,9.4512587
1,35,5,farm,Rural,6,8.911376,5.2040067,8.5633345
1,33,4,farm,Rural,7,8.8671465,7.2093401,8.5701141
1,51,5,farm,Rural,6,9.1317081,4.1743875,8.7060213
1,41,9,farm,Rural,6,9.2509441,6.1202974,8.8476238
2,39,6,farm,Rural,7,9.3528538,5.3981628,8.7845011
1,59,15,farm,Rural,5,9.4217358,7.1701198,8.7935514
1,47,7,farm,Rural,7,9.2775288,7.1876574,8.7498484
1,37,10,farm,Rural,5,8.3733263,7.9120569,7.8818479
1,35,5,farm,Rural,5,8.8266134,5.4553213,8.314456
1,33,4,farm,Rural,5,8.4348478,3.9512436,8.0676575
1,73,4,non farm,Rural,2,8.0235395,,7.7044277
1,30,8,non farm,Rural,3,8.3304367,5.9661469,7.7643375
1,51,8,farm,Rural,6,9.4514275,4.356709,8.9649181
1,54,9,farm,Rural,4,8.752346,5.3375382,8.2564163
1,50,9,farm,Rural,5,9.3358688,2.5649493,8.8763752
1,35,10,farm,Rural,5,8.9813719,6.0306854,8.494339
1,54,5,farm,Rural,4,8.8594542,3.2580965,8.6372986
1,36,6,farm,Rural,6,9.3098469,6.9469762,8.6786013
1,30,10,farm,Rural,5,9.257719,7.3771338,8.8184566
1,41,7,farm,Rural,7,9.6406088,6.6093493,8.9254141
1,43,14,farm,Rural,5,9.343936,3.2580965,8.7396469
1,58,6,farm,Rural,6,9.0797377,5.3375382,8.6200142
1,40,3,farm,Rural,6,9.1144953,7.1467724,8.4721489
1,34,7,non farm,Rural,5,9.7120733,8.1633711,8.8069715
1,47,5,farm,Rural,5,9.0249557,6.4002576,8.6865883
1,45,11,farm,Rural,6,9.1718512,,8.5884609
2,69,4,non farm,Rural,2,9.5553427,3.2580965,8.5606117
1,70,9,farm,Rural,4,9.4541159,,8.5706053
2,43,10,farm,Rural,4,9.3511496,2.7080503,8.8182402
2,36,5,farm,Rural,5,9.408143,7.2048926,8.5927181
1,64,3,farm,Rural,6,9.6842346,7.7467327,9.2618113
1,63,5,farm,Rural,5,9.3526669,,8.9833412
1,38,9,farm,Rural,6,9.7366285,3.4965076,9.2257586
1,69,16,farm,Rural,2,9.8044176,,8.9225359
2,57,15,non farm,Rural,5,9.8108587,,8.949297
2,67,5,farm,Rural,3,8.9474449,2.7080503,8.3263521
1,66,15,non farm,Rural,7,9.9624405,6.0038872,9.1242886
1,31,5,farm,Rural,4,9.6020966,3.4011974,8.8700542
2,41,9,farm,Rural,2,8.7944794,2.7080503,8.1665821
2,39,5,non farm,Rural,5,9.8099947,4.2484951,9.2796068
1,52,9,non farm,Rural,4,9.8077602,3.6888795,8.7834215
1,58,9,non farm,Rural,4,9.4526834,,8.8818045
1,58,9,non farm,Rural,8,9.7239981,4.7004805,8.9910803
2,58,5,farm,Rural,2,9.065218,5.3981628,8.4869699
1,51,15,farm,Rural,6,9.7090263,3.8066626,8.8029938
2,43,9,farm,Rural,4,9.0109053,3.4011974,8.4258099
1,64,3,non farm,Rural,2,9.0626478,,8.6068335
1,67,7,non farm,Rural,5,9.8543577,3.2580965,9.0686111
2,67,0,farm,Rural,5,8.9957895,5.5606818,8.5744658
2,41,3,non farm,Rural,4,8.9514332,4.8202815,8.6889286
2,43,9,non farm,Rural,5,9.0969782,2.7080503,8.5004406
2,66,0,farm,Rural,4,9.4735861,6.4216223,8.4468555
1,68,9,non farm,Rural,2,9.2274055,,8.6397753
2,62,0,farm,Rural,3,9.2607498,,8.6176529
1,77,15,non farm,Rural,6,10.324636,9.7540007,9.3093596
1,68,4,non farm,Rural,6,9.960824,8.7795572,9.2946901
2,43,9,non farm,Rural,3,10.285031,7.5229411,9.2307224
1,44,9,farm,Rural,4,9.2180147,5.5606818,8.6445999
1,37,13,non farm,Rural,7,9.5430508,7.6824822,8.8628407
1,59,9,non farm,Rural,2,9.2204657,,8.523983
1,55,14,non farm,Rural,2,8.8545141,,8.3460846
1,44,9,non farm,Rural,5,10.000659,8.2456465,8.8846626
1,23,9,non farm,Rural,4,9.0522776,5.7838254,8.3309507
1,46,11,farm,Rural,5,9.4290266,,9.0013752
1,34,9,non farm,Rural,4,9.5723743,6.09131,8.8391008
2,62,1,non farm,Rural,3,8.3263283,5.6094718,7.8579988
1,54,12,non farm,Rural,5,10.216295,3.6635616,8.9902992
1,76,0,non farm,Rural,5,9.1911221,7.8928256,8.6042356
1,41,16,non farm,Rural,5,9.5175018,4.0430512,8.9111309
1,62,5,farm,Rural,2,10.278538,9.3119936,8.5578213
2,44,9,non farm,Rural,6,9.5262995,6.0402546,8.9456215
1,32,9,non farm,Rural,5,9.7775097,7.3460102,9.0118656
1,43,10,non farm,Rural,4,9.2870808,2.7080503,8.8077803
2,49,15,farm,Rural,3,9.4963017,9.9967499,8.4695883
1,40,9,non farm,Rural,5,9.6087017,5.9661469,8.9863214
1,70,5,farm,Rural,5,9.2338705,,8.6721258
1,38,10,non farm,Rural,5,9.6717539,,8.9968576
1,71,2,farm,Rural,2,8.6573544,4.8675346,8.4015665
1,58,3,non farm,Rural,4,9.9389486,,9.2063656
1,32,9,farm,Rural,6,9.4503841,,9.0001774
1,32,9,farm,Rural,4,9.1274862,7.181592,8.763402
1,36,9,non farm,Rural,5,9.7481403,6.5072775,8.8489485
1,61,9,non farm,Rural,2,8.0022182,,7.5566688
1,55,5,farm,Rural,3,8.9992361,7.1701198,8.6186628
1,77,5,non farm,Rural,9,10.43757,3.8066626,9.7483311
1,44,11,non farm,Rural,5,10.089482,8.2692442,9.3800278
1,60,7,non farm,Rural,3,9.3804789,,8.4946613
1,30,9,non farm,Rural,4,9.8204737,,9.0640059
1,43,9,farm,Rural,5,9.6391401,3.4011974,8.9061346
1,29,9,non farm,Rural,3,9.3068333,7.2189097,8.5101814
1,55,9,farm,Rural,4,9.3945417,5.971262,8.9403191
1,38,9,farm,Rural,5,9.2322588,4.8675346,8.6676321
2,34,12,farm,Rural,4,9.4232492,3.2580965,8.4967308
1,48,17,farm,Rural,3,9.1908226,,8.7933855
1,30,9,non farm,Rural,4,9.7306376,8.184514,8.6930723
2,60,0,farm,Rural,4,8.9874372,7.8682542,8.3743172
1,41,7,farm,Rural,5,9.4448195,4.8675346,8.7195778
1,31,14,non farm,Rural,6,10.222967,,8.9942236
2,40,9,non farm,Rural,3,9.6943541,5.7838254,8.559082
1,44,9,farm,Rural,4,9.1650505,3.4011974,8.5850229
1,25,9,non farm,Rural,3,8.8792095,6.3171649,8.3144436
1,29,9,farm,Rural,3,8.8757191,3.9512436,8.3228846
1,46,9,farm,Rural,4,9.1664486,6.8134446,8.5092735
1,43,9,farm,Rural,6,9.5361433,3.4011974,8.9237814
1,57,0,farm,Rural,9,9.15277,4.9628448,8.8442316
2,46,10,farm,Rural,6,9.2050114,,8.7759199
2,41,9,farm,Rural,4,9.118515,8.6808414,8.6243687
1,31,8,farm,Rural,4,8.9405537,7.45472,8.1522684
2,58,0,farm,Rural,5,8.8256187,,8.5416937
1,42,9,farm,Rural,9,9.8305702,9.5921955,9.1037302
1,44,12,farm,Rural,5,9.3750706,7.1412449,8.7507687
1,58,5,non farm,Rural,6,9.316083,,8.8340979
1,46,9,farm,Rural,8,9.6536932,6.2785215,8.8826752
1,54,12,farm,Rural,5,9.9591675,8.4742861,8.8690939
2,31,9,non farm,Rural,4,8.9977245,5.3981628,8.5719852
1,35,9,farm,Rural,4,8.8643427,5.9661469,8.526988
1,27,9,non farm,Rural,6,8.8869829,4.8675346,8.6428518
1,51,9,farm,Rural,4,9.2844143,6.2480431,8.6837559
2,44,6,farm,Rural,4,8.7887163,7.077498,8.0551643
1,43,12,farm,Rural,8,9.5617056,3.4011974,8.8407755
1,24,9,non farm,Rural,3,8.9177513,5.8230457,8.1168404
1,33,9,farm,Rural,4,8.9035063,,8.4345036
2,25,5,farm,Rural,4,8.8829851,4.9052749,8.3132105
1,32,10,farm,Rural,4,9.2313452,6.9226437,8.6452751
2,46,0,farm,Rural,12,9.7823458,3.6888795,9.3077106
1,61,0,farm,Rural,5,9.5215626,6.2344108,8.9425306
1,39,6,farm,Rural,8,9.5073681,2.0794415,9.0615387
1,34,2,farm,Rural,8,9.6701212,3.2580965,9.0361967
1,36,3,farm,Rural,6,9.1542044,3.6635616,8.7894583
1,32,11,farm,Rural,4,9.1530085,,8.6805925
1,48,4,farm,Rural,5,9.3394308,4.8675346,8.7311563
1,45,5,farm,Rural,10,9.9074955,8.0274763,9.3104916
1,29,9,farm,Rural,4,8.9195471,4.1271343,8.5216703
1,36,7,farm,Rural,6,9.273385,5.7838254,8.6751051
1,31,9,farm,Rural,5,9.219142,,8.6555681
1,36,5,farm,Rural,6,9.7175055,5.7137327,9.1501093
1,42,0,farm,Rural,8,9.1542034,5.1298985,8.7792091
1,60,5,farm,Rural,4,9.171649,5.5606818,8.8190269
1,39,3,farm,Rural,9,9.7026072,4.356709,9.0451183
1,40,4,farm,Rural,8,9.2367439,,8.80093
1,28,12,farm,Rural,4,8.8550348,5.1298985,8.4094715
1,38,5,farm,Rural,7,8.965765,5.1119876,8.5299397
1,29,9,farm,Rural,4,8.7140093,4.9628448,8.384922
1,41,9,non farm,Rural,5,9.8749399,7.3343291,9.1556768
1,72,0,non farm,Rural,2,8.6042395,6.3935909,8.2996302
1,34,0,farm,Rural,5,9.0864182,6.6846118,8.7407112
1,58,3,farm,Rural,7,9.1735868,6.0450053,8.6505919
1,57,9,farm,Rural,6,9.5130749,7.3639135,9.0118113
1,55,14,farm,Rural,5,9.379241,4.3174882,8.8730717
1,36,10,farm,Rural,8,9.550312,9.558176,9.0651608
1,50,5,farm,Rural,6,9.0415363,4.356709,8.6597986
1,38,9,farm,Rural,5,9.236228,6.0306854,8.59904
1,28,7,farm,Rural,6,8.7177935,4.8675346,8.4092827
1,32,10,farm,Rural,6,9.286623,5.0751739,8.9724941
1,45,17,farm,Rural,4,9.2350664,5.0106354,8.567893
1,69,5,farm,Rural,3,8.5578089,7.673223,8.1048241
1,30,9,farm,Rural,4,9.0227394,2.5649493,8.2738819
1,47,14,non farm,Rural,4,9.1624012,5.5606818,8.5547466
1,37,12,farm,Rural,4,9.8546572,4.8675346,8.7728615
2,54,4,farm,Rural,5,8.8334799,5.5606818,8.3760748
1,35,4,farm,Rural,4,8.2582388,6.0306854,7.9103432
1,32,5,farm,Rural,6,9.2255754,,8.4811754
1,29,6,farm,Rural,4,8.4002552,6.5792513,7.9659581
1,42,9,farm,Rural,6,9.7230253,7.4702239,9.2027149
1,54,9,farm,Rural,3,9.0401936,,8.2040453
1,61,6,farm,Rural,7,9.2757778,,8.9007721
1,35,9,farm,Rural,4,8.9088564,4.8675346,8.4091368
1,40,9,farm,Rural,4,8.8277102,6.1202974,8.4881506
1,38,5,farm,Rural,6,8.8107643,7.2654295,8.2834568
1,35,6,farm,Rural,6,9.0487509,7.3271232,8.4275417
1,56,9,farm,Rural,4,8.68923,5.4553213,8.2162075
1,42,9,farm,Rural,4,9.5934658,4.1743875,8.7016401
1,48,6,farm,Rural,4,9.249115,6.7393365,8.8489027
1,35,4,farm,Rural,5,8.7765169,5.2729998,8.3236942
1,56,12,farm,Rural,6,9.1635141,,8.7232103
1,42,9,farm,Rural,7,8.7844839,4.6443911,8.458272
1,44,9,farm,Rural,6,9.4019804,,8.9521923
1,28,13,farm,Rural,4,8.9687119,5.7899604,8.4457817
1,30,10,farm,Rural,5,8.6861448,,8.2716417
1,31,9,farm,Rural,4,8.8824253,,8.4319563
1,67,5,farm,Rural,7,9.184082,,8.708065
1,39,7,farm,Rural,4,8.6860495,5.3981628,8.1313477
1,32,6,farm,Rural,4,8.150629,6.1312265,7.6834722
2,45,6,farm,Rural,4,7.7625704,5.5606818,7.4156432
1,40,15,farm,Rural,5,8.9399185,4.7621741,8.4013481
1,53,9,farm,Rural,7,9.5993538,6.8134446,8.9617376
1,47,5,farm,Rural,6,8.746376,,8.4323416
1,32,11,farm,Rural,6,9.0510578,7.1388669,8.2920322
1,47,6,farm,Rural,5,8.5894423,5.7990928,8.2591
1,24,9,farm,Rural,4,8.6194553,,8.3375082
1,29,7,farm,Rural,5,8.9923859,5.8607864,8.4636431
1,43,11,farm,Rural,3,8.5685768,5.2729998,8.3476582
2,33,8,farm,Rural,3,8.0565233,4.5108595,7.7296438
1,36,6,farm,Rural,7,8.8557558,,8.5081244
2,43,12,non farm,Rural,2,8.7438164,,7.9989738
1,45,9,farm,Rural,6,9.0689907,5.5606818,8.5235281
1,64,5,farm,Rural,3,8.5901718,5.2983174,8.2708454
1,26,11,farm,Rural,4,8.9071798,5.3375382,8.4742851
1,38,11,farm,Rural,10,9.3849611,4.1743875,8.8453817
1,39,8,farm,Rural,6,8.4494619,3.9120231,8.1022835
1,56,15,farm,Rural,4,9.0340967,6.025866,8.6119385
1,37,10,farm,Rural,6,9.267828,5.9661469,8.7422829
1,57,6,farm,Rural,7,9.2235832,9.1297808,8.7158728
2,59,3,farm,Rural,4,8.6767015,6.8824377,8.3364983
1,42,10,farm,Rural,7,9.0596237,6.4567695,8.5687494
1,39,16,farm,Rural,5,8.9058399,5.1298985,8.4675169
1,46,10,farm,Rural,7,8.6468878,4.8675346,8.324091
1,53,10,farm,Rural,7,9.1163139,,8.7490435
1,46,10,farm,Rural,9,9.1063223,,8.5803003
1,37,8,farm,Rural,4,8.7028694,5.3132062,8.2595663
1,41,10,farm,Rural,7,8.9964523,5.433722,8.6368656
1,48,9,farm,Rural,6,9.352767,7.3689704,8.6517649
2,37,8,farm,Rural,6,8.6320534,5.8230457,8.1695452
1,29,12,farm,Rural,4,8.4262638,4.6443911,8.0957508
2,40,13,farm,Rural,8,9.3038855,7.518064,8.8626308
2,56,2,farm,Rural,9,9.3580704,8.3206911,8.9932041
1,28,12,farm,Rural,4,8.6245384,5.7430034,8.2777529
1,45,11,farm,Rural,6,9.3959293,6.3716121,8.5588694
2,73,0,farm,Rural,4,9.06464,7.7119966,8.3480873
2,68,0,farm,Rural,2,8.6061783,7.0647593,8.2285032
1,61,13,farm,Rural,3,8.9594803,6.2785215,8.5535011
1,37,13,farm,Rural,4,9.4738226,6.0161572,8.9962616
2,41,9,farm,Rural,5,9.4269371,3.4011974,8.7212229
2,51,9,non farm,Rural,6,9.8386278,2.9957323,9.1994028
1,43,5,farm,Rural,3,9.2341499,9.1388445,8.6929598
1,51,14,non farm,Rural,6,9.8133545,2.7080503,9.1428185
2,38,5,farm,Rural,5,8.9719648,6.302619,8.5832539
1,36,9,farm,Rural,4,9.2335968,5.6131282,8.6514196
1,72,4,farm,Rural,3,9.1195164,5.8971539,8.6072922
1,33,9,farm,Rural,5,8.9230967,6.8543544,8.421751
1,54,12,farm,Rural,5,9.7638073,2.5649493,8.7851076
1,60,8,farm,Rural,3,9.08778,6.7475867,8.6651211
2,41,10,farm,Rural,2,8.3508549,2.7080503,7.8445001
1,60,17,non farm,Rural,8,9.8565569,6.2045579,9.2880688
2,36,9,farm,Rural,4,9.3374186,6.280396,8.5580301
1,37,15,farm,Rural,4,9.2621498,3.4011974,8.8797512
2,74,0,non farm,Rural,4,9.7895451,4.8202815,9.0366087
2,37,10,farm,Rural,4,9.7401505,7.0900769,8.9569635
1,30,9,farm,Rural,4,8.9488792,6.84375,8.6187153
1,35,12,farm,Rural,5,9.9188919,4.0943446,9.3279886
1,32,9,farm,Rural,4,9.0344381,4.4067192,8.5929575
1,53,9,farm,Rural,4,9.9504623,3.6635616,8.806489
1,31,12,farm,Rural,4,8.9814978,7.4927602,8.4900751
2,48,15,non farm,Rural,8,10.663399,4.9628448,9.4405556
1,31,12,farm,Rural,6,9.0499897,,8.6696253
1,48,10,farm,Rural,6,9.4600668,6.1527328,8.9519062
2,33,12,non farm,Rural,5,10.298257,9.1982679,8.8499107
1,46,14,farm,Rural,7,9.2448101,2.7725887,8.8200378
1,70,10,farm,Rural,5,8.9023685,6.590301,8.469676
1,38,8,farm,Rural,5,9.2474632,3.4011974,8.7536154
1,34,10,farm,Rural,4,8.9384766,4.0943446,8.454339
2,60,0,non farm,Rural,6,9.3535757,4.0253515,8.8428726
1,32,9,farm,Rural,4,8.9010048,2.9957323,8.3839798
1,38,8,farm,Rural,5,9.3034554,7.420579,8.429225
1,35,14,farm,Rural,5,9.4042635,6.9469762,8.953413
1,75,5,farm,Rural,2,8.1722736,5.8289456,7.7568598
1,38,13,farm,Rural,6,9.6460276,2.4849067,8.9482975
1,76,8,farm,Rural,1,7.8194289,,7.4453588
1,62,9,farm,Rural,6,9.2276106,6.669498,8.7686682
1,42,12,farm,Rural,5,9.7406301,6.7214255,9.3000698
1,38,10,farm,Rural,5,9.3411894,7.3670769,8.7937107
1,67,5,farm,Rural,4,8.9820662,4.8675346,8.6578598
1,51,9,farm,Rural,6,9.1170921,6.0306854,8.6535091
1,44,7,farm,Rural,5,8.9611444,7.0596175,8.7089682
1,27,9,farm,Rural,5,9.0709953,7.0604763,8.7603588
1,38,9,farm,Rural,4,8.7763529,4.0943446,8.4263544
1,48,7,farm,Rural,4,8.7527637,,8.5243044
1,64,4,farm,Rural,2,8.2727699,4.6051702,7.9780645
1,32,8,farm,Rural,4,9.2655239,3.1780539,8.9295702
